,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
2059,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,DIPLAHAN NATIONAL HIGH SCHOOL,55.84,87.4,51.68,34.54,53.29,62.48
2060,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,68.5,82.26,89.19,44.18,33.69,73.34
2061,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,70.75,77.12,72.66,44.18,26.06,68.07
2062,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,NONE,78.85,90.94,66.81,34.54,72.9,77.9
2063,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,NONE,66.01,82.26,59.25,79.96,72.9,75.16
2064,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,AYALA NATIONAL HIGH SCHOOL,84.91,92.88,94.84,44.18,87.72,89.65
2065,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,SYSTEM TECHNOLOGY INSTITUTE,82.02,92.88,85.06,53.82,83.75,86.26
2066,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,AYALA NATIONAL HIGH SCHOOL,76.83,87.4,18.75,18.16,72.9,66.95
2067,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,PILAR COLLEGE,68.5,42.05,72.66,70.61,33.69,64.72
2068,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,MALUSO NATIONAL HIGH SCHOOL,47.0,61.11,51.68,89.31,63.1,63.6
2069,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,91.83,77.12,72.66,2.74,53.29,77.9
2070,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,SINUNUC NATIONAL HIGH SCHOOL,80.58,66.85,76.79,53.82,53.29,76.07
2071,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,92.71,90.94,76.79,79.96,91.68,92.51
2072,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,48.4,76.79,89.31,83.75,76.98
2073,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,PILAR COLLEGE,68.5,42.05,72.66,70.61,33.69,64.72
2074,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,MALUSO NATIONAL HIGH SCHOOL,47.0,61.11,51.68,89.31,63.1,63.6
2075,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,91.83,77.12,72.66,2.74,53.29,77.9
2076,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,SINUNUC NATIONAL HIGH SCHOOL,80.58,66.85,76.79,53.82,53.29,76.07
2077,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,92.71,90.94,76.79,79.96,91.68,92.51
2078,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,48.4,76.79,89.31,83.75,76.98
2079,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,PILAR COLLEGE,68.5,42.05,72.66,70.61,33.69,64.72
2080,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,MALUSO NATIONAL HIGH SCHOOL,47.0,61.11,51.68,89.31,63.1,63.6
2081,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,91.83,77.12,72.66,2.74,53.29,77.9
2082,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,SINUNUC NATIONAL HIGH SCHOOL,80.58,66.85,76.79,53.82,53.29,76.07
2083,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,92.71,90.94,76.79,79.96,91.68,92.51
2084,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,48.4,76.79,89.31,83.75,76.98
2085,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,PILAR COLLEGE,68.5,42.05,72.66,70.61,33.69,64.72
2086,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,MALUSO NATIONAL HIGH SCHOOL,47.0,61.11,51.68,89.31,63.1,63.6
2087,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,91.83,77.12,72.66,2.74,53.29,77.9
2088,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,SINUNUC NATIONAL HIGH SCHOOL,80.58,66.85,76.79,53.82,53.29,76.07
2089,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,92.71,90.94,76.79,79.96,91.68,92.51
2090,BACHELOR EARLY CHILDHOOD EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,48.4,76.79,89.31,83.75,76.98
2091,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MEDINA COLLEGE,74.8,66.85,36.55,18.16,63.1,63.6
2092,BACHELOR AGRI-BUSINESS,College of Agriculture,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,72.66,44.18,33.69,60.09
2093,BACHELOR AGRI-BUSINESS,College of Agriculture,0,LOYOLA HIGH SCHOOL,61.05,20.09,80.93,94.54,53.29,69.19
2094,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,89.71,82.26,76.79,70.61,79.78,87.64
2095,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,63.53,71.99,51.68,75.28,72.9,70.3
2096,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MEDINA COLLEGE,74.8,66.85,36.55,18.16,63.1,63.6
2097,BACHELOR AGRI-BUSINESS,College of Agriculture,0,LOYOLA HIGH SCHOOL,61.05,20.09,80.93,94.54,53.29,69.19
2098,BACHELOR AGRI-BUSINESS,College of Agriculture,0,LOYOLA HIGH SCHOOL,61.05,20.09,80.93,94.54,53.29,69.19
2099,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,80.58,90.94,44.12,18.16,20.6,68.07
2100,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,80.58,90.94,44.12,18.16,20.6,68.07
2101,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MANICAHAN NATIONAL HIGH SCHOOL,68.5,90.94,59.25,70.61,43.49,73.34
2102,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,89.71,82.26,76.79,70.61,79.78,87.64
2103,BACHELOR AGRI-BUSINESS,College of Agriculture,0,LOYOLA HIGH SCHOOL,61.05,20.09,80.93,94.54,53.29,69.19
2104,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MEDINA COLLEGE,74.8,66.85,36.55,18.16,63.1,63.6
2105,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,89.71,82.26,76.79,70.61,79.78,87.64
2106,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MANICAHAN NATIONAL HIGH SCHOOL,68.5,90.94,59.25,70.61,43.49,73.34
2107,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,63.53,71.99,51.68,75.28,72.9,70.3
2108,BACHELOR AGRI-BUSINESS,College of Agriculture,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,72.66,44.18,33.69,60.09
2109,BACHELOR AGRI-BUSINESS,College of Agriculture,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,72.66,44.18,33.69,60.09
2110,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,80.58,90.94,44.12,18.16,20.6,68.07
2111,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,80.58,90.94,44.12,18.16,20.6,68.07
2112,BACHELOR AGRI-BUSINESS,College of Agriculture,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,72.66,44.18,33.69,60.09
2113,BACHELOR AGRI-BUSINESS,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,89.71,82.26,76.79,70.61,79.78,87.64
2114,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MANICAHAN NATIONAL HIGH SCHOOL,68.5,90.94,59.25,70.61,43.49,73.34
2115,BACHELOR AGRI-BUSINESS,College of Agriculture,0,MEDINA COLLEGE,74.8,66.85,36.55,18.16,63.1,63.6
2116,BS GEODETIC ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,61.05,71.99,59.25,94.54,72.9,76.07
2117,BS GEODETIC ENGINEERING,COE,0,NONE,72.78,30.03,76.79,53.82,43.49,64.72
2118,BS GEODETIC ENGINEERING,COE,0,AYALA NATIONAL HIGH SCHOOL,92.71,92.88,91.97,75.28,83.75,93.22
2119,BS GEODETIC ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,47.0,54.75,85.06,92.22,72.9,71.42
2120,BS GEODETIC ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,92.71,90.94,72.66,70.61,83.75,90.13
2121,BS GEODETIC ENGINEERING,COE,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,86.35,66.85,59.25,63.45,72.9,79.72
2122,BS GEODETIC ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,87.4,72.66,79.96,83.75,84.19
2123,BS GEODETIC ENGINEERING,COE,0,NONE,70.75,54.75,44.12,70.61,79.78,69.19
2124,BS GEODETIC ENGINEERING,COE,0,NONE,97.39,92.88,94.84,99.34,91.68,98.81
2125,BS GEODETIC ENGINEERING,COE,0,NONE,52.9,87.4,72.66,70.61,87.72,74.25
2126,BS GEODETIC ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,87.6,54.75,76.79,24.91,79.78,78.81
2127,BS GEODETIC ENGINEERING,COE,0,CLARET SCHOOL OF LAMITAN,91.83,61.11,91.97,94.54,83.75,92.51
2128,BS GEODETIC ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,80.58,71.99,29.96,63.45,63.1,72.43
2129,BS GEODETIC ENGINEERING,COE,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,80.58,77.12,72.66,89.31,87.72,85.57
2130,BS GEODETIC ENGINEERING,COE,0,CLARET SCHOOL OF LAMITAN,76.83,61.11,76.79,92.22,91.68,84.19
2131,BS GEODETIC ENGINEERING,COE,0,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",55.84,42.05,76.79,34.54,72.9,60.09
2132,BS GEODETIC ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,91.83,82.26,59.25,44.18,83.75,85.57
2133,BS GEODETIC ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,83.47,71.99,80.93,63.45,72.9,82.12
2134,BS GEODETIC ENGINEERING,COE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,86.35,98.7,91.97,10.45,83.75,87.64
2135,BS GEODETIC ENGINEERING,COE,0,TUNGAWAN - ESU,96.08,87.4,96.28,98.97,87.72,97.92
2136,BS GEODETIC ENGINEERING,COE,0,ZAMBOANGA CITY HIGH SCHOOL,89.71,92.88,98.86,96.87,95.65,96.9
2137,BS GEODETIC ENGINEERING,COE,0,IMELDA-ESU,84.91,92.88,72.66,89.31,63.1,87.64
2138,BS GEODETIC ENGINEERING,COE,0,BALIWASAN SENIOR HIGH SCHOOL WEST,80.58,61.11,76.79,75.28,43.49,76.98
2139,BS GEODETIC ENGINEERING,COE,0,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",90.77,48.4,36.55,97.95,97.87,90.13
2140,BS GEODETIC ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,83.47,92.88,80.93,79.96,97.87,90.6
2141,BS FOOD TECHNOLOGY,College of Agriculture,0,TALISAYAN NATIONAL HIGH SCHOOL,61.05,54.75,72.66,44.18,43.49,61.37
2142,BS FOOD TECHNOLOGY,College of Agriculture,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,76.83,90.94,85.06,10.45,91.68,80.63
2143,BS FOOD TECHNOLOGY,College of Agriculture,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,47.0,92.88,66.81,18.16,43.49,60.09
2144,BS FOOD TECHNOLOGY,College of Agriculture,0,TAMPAKAN NATIONAL HIGH SCHOOL,68.5,77.12,36.55,44.18,33.69,62.48
2145,BS FOOD TECHNOLOGY,College of Agriculture,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,58.56,48.4,72.66,79.96,53.29,65.83
2146,BS FOOD TECHNOLOGY,College of Agriculture,0,ALICIA NATIONAL HIGH SCHOOL,47.0,48.4,72.66,24.91,97.87,62.48
2147,BS FOOD TECHNOLOGY,College of Agriculture,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,66.01,90.94,85.06,24.91,91.68,78.81
2148,BS FOOD TECHNOLOGY,College of Agriculture,0,SAINT JOSEPH SCHOOL,78.85,61.11,51.68,53.82,63.1,71.42
2149,BS FOOD TECHNOLOGY,College of Agriculture,0,COMPUTER TECHNOLOGY INSTITUTE,76.83,87.4,72.66,75.28,9.69,74.25
2150,BS FOOD TECHNOLOGY,College of Agriculture,0,TALISAYAN NATIONAL HIGH SCHOOL,61.05,54.75,72.66,44.18,43.49,61.37
2151,BS FOOD TECHNOLOGY,College of Agriculture,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,76.83,90.94,85.06,10.45,91.68,80.63
2152,BS FOOD TECHNOLOGY,College of Agriculture,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,47.0,92.88,66.81,18.16,43.49,60.09
2153,BS FOOD TECHNOLOGY,College of Agriculture,0,TAMPAKAN NATIONAL HIGH SCHOOL,68.5,77.12,36.55,44.18,33.69,62.48
2154,BS FOOD TECHNOLOGY,College of Agriculture,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,58.56,48.4,72.66,79.96,53.29,65.83
2155,BS FOOD TECHNOLOGY,College of Agriculture,0,ALICIA NATIONAL HIGH SCHOOL,47.0,48.4,72.66,24.91,97.87,62.48
2156,BS FOOD TECHNOLOGY,College of Agriculture,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,66.01,90.94,85.06,24.91,91.68,78.81
2157,BS FOOD TECHNOLOGY,College of Agriculture,0,SAINT JOSEPH SCHOOL,78.85,61.11,51.68,53.82,63.1,71.42
2158,BS FOOD TECHNOLOGY,College of Agriculture,0,COMPUTER TECHNOLOGY INSTITUTE,76.83,87.4,72.66,75.28,9.69,74.25
2159,BS SANITARY ENGINEERING,COE,0,GUTALAC NATIONAL HIGH SCHOOL,84.91,66.85,85.06,93.38,63.1,86.95
2160,BS SANITARY ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,80.58,48.4,76.79,75.28,63.1,76.98
2161,BS SANITARY ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,88.66,77.12,85.06,93.38,72.9,90.13
2162,BS SANITARY ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,94.82,85.06,92.22,79.78,93.22
2163,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,96.08,90.94,76.79,98.29,95.65,96.9
2164,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,74.8,92.88,66.81,84.63,53.29,81.43
2165,BS SANITARY ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,68.5,77.12,85.06,63.45,63.1,76.07
2166,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,94.81,92.88,97.72,92.22,63.1,95.73
2167,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,58.56,48.4,59.25,95.71,87.72,75.16
2168,BS SANITARY ENGINEERING,COE,0,CLARET HIGH SCHOOL ZAMBOANGA,82.02,87.4,89.19,79.96,79.78,87.64
2169,BS SANITARY ENGINEERING,COE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,94.81,77.12,72.66,92.22,91.68,93.22
2170,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,90.77,94.82,80.93,84.63,63.1,91.08
2171,BS SANITARY ENGINEERING,COE,0,TUNGAWAN - ESU,98.65,94.82,91.97,97.95,95.65,98.69
2172,BS SANITARY ENGINEERING,COE,0,BASILAN NATIONAL HIGH SCHOOL,70.75,82.26,85.06,34.54,53.29,74.25
2173,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,96.08,61.11,72.66,63.45,79.78,88.7
2174,BS SANITARY ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,83.47,90.94,59.25,84.63,79.78,85.57
2175,BS SANITARY ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,84.91,71.99,76.79,89.31,33.69,82.81
2176,BS SANITARY ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,58.56,90.94,94.84,75.28,87.72,83.5
2177,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,88.66,82.26,93.41,53.82,33.69,85.57
2178,BS SANITARY ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,66.01,77.12,51.68,89.31,91.68,78.81
2179,BS SANITARY ENGINEERING,COE,0,PILAR COLLEGE,92.71,90.94,80.93,93.38,79.78,93.22
2180,BS SANITARY ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,63.53,48.4,59.25,94.54,72.9,73.34
2181,BS SANITARY ENGINEERING,COE,0,MARCELO SPINOLA SCHOOL,92.71,71.99,80.93,18.16,72.9,84.19
2182,BS SANITARY ENGINEERING,COE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,86.35,71.99,99.43,98.29,97.87,96.54
2183,BS SANITARY ENGINEERING,COE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,63.53,77.12,85.06,34.54,83.75,74.25
2184,BS INDUSTRIAL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,88.66,96.76,76.79,84.63,53.29,89.65
2185,BS INDUSTRIAL ENGINEERING,COE,0,AYALA NATIONAL HIGH SCHOOL,68.5,66.85,80.93,89.31,79.78,79.72
2186,BS INDUSTRIAL ENGINEERING,COE,0,CLARET SCHOOL OF LAMITAN,74.8,87.4,18.75,53.82,43.49,66.95
2187,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,92.88,96.28,63.45,87.72,89.17
2188,BS INDUSTRIAL ENGINEERING,COE,0,CULIANAN NATIONAL HIGH SCHOOL,80.58,66.85,76.79,95.71,53.29,84.19
2189,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,66.01,82.26,76.79,79.96,79.78,78.81
2190,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,89.71,66.85,93.41,84.63,79.78,90.13
2191,BS INDUSTRIAL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,47.0,77.12,76.79,79.96,72.9,70.3
2192,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,98.65,82.26,97.72,70.61,20.6,94.48
2193,BS INDUSTRIAL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,37.99,77.12,91.97,79.96,91.68,75.16
2194,BS INDUSTRIAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,94.11,90.94,24.36,93.38,83.75,90.6
2195,BS INDUSTRIAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,83.47,77.12,24.36,44.18,87.72,76.07
2196,BS INDUSTRIAL ENGINEERING,COE,0,ICAS DE CALARIAN,88.66,94.82,98.58,94.54,91.68,96.17
2197,BS INDUSTRIAL ENGINEERING,COE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,72.78,35.7,66.81,95.71,63.1,76.07
2198,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,99.32,92.88,89.19,79.96,91.68,97.46
2199,BS INDUSTRIAL ENGINEERING,COE,0,AYALA NATIONAL HIGH SCHOOL,4.68,61.11,94.84,98.97,63.1,66.95
2200,BS INDUSTRIAL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,70.75,54.75,44.12,75.28,87.72,72.43
2201,BS INDUSTRIAL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,86.35,87.4,44.12,95.71,87.72,89.17
2202,BS INDUSTRIAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,99.85,96.76,97.72,95.71,98.34,99.66
2203,BS INDUSTRIAL ENGINEERING,COE,0,SIBUCO NATIONAL HIGH SCHOOL,66.01,87.4,66.81,84.63,72.9,77.9
2204,BS INDUSTRIAL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,92.71,71.99,59.25,70.61,63.1,84.88
2205,BS INDUSTRIAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,91.83,94.82,72.66,94.54,91.68,94.16
2206,BS INDUSTRIAL ENGINEERING,COE,0,AMA COMPUTER COLLEGE,86.35,82.26,85.06,18.16,53.29,80.63
2207,BS INDUSTRIAL ENGINEERING,COE,0,HOLY CHILD ACADEMY,86.35,82.26,59.25,34.54,26.06,75.16
2208,BS INDUSTRIAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,72.78,82.26,44.12,70.61,79.78,75.16
2209,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2210,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2211,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2212,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2213,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2214,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2215,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2216,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2217,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2218,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2219,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2220,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2221,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2222,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2223,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2224,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2225,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2226,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2227,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2228,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2229,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2230,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2231,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2232,BS AGRO-FORESTRY,CFES,0,"SIBUGAY'S MATTHEW JACKSON SCHOOL, INC.",58.56,71.99,59.25,70.61,53.29,65.83
2233,BS AGRO-FORESTRY,CFES,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,54.75,76.79,70.61,53.29,66.95
2234,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
2235,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
2236,BS ENVIRONMENTAL SCIENCE,CFES,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,61.05,77.12,66.81,70.61,72.9,71.42
2237,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
2238,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
2239,BS ENVIRONMENTAL SCIENCE,CFES,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,61.05,77.12,66.81,70.61,72.9,71.42
2240,BS ENVIRONMENTAL SCIENCE,CFES,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,61.05,77.12,66.81,70.61,72.9,71.42
2241,BS ENVIRONMENTAL SCIENCE,CFES,0,FRANCISCO RAMOS NATIONAL HIGH SCHOOL,61.05,77.12,66.81,70.61,72.9,71.42
2242,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
2243,BS ENVIRONMENTAL SCIENCE,CFES,0,TALISAYAN NATIONAL HIGH SCHOOL,76.83,90.94,44.12,63.45,83.75,78.81
